127.0.0.1 - - [02/Jun/2022:18:22:20 +0200] "GET / HTTP/1.1" 404 688
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:23 +0200] "GET /xxx/ HTTP/1.1" 200 4412
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:23 +0200] "GET /xxx/inicio.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:23 +0200] "GET /xxx/IMG/zeus.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:23 +0200] "GET /xxx/IMG/Chulet%C3%B3n.PNG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:23 +0200] "GET /xxx/IMG/flesha.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:23 +0200] "GET /xxx/IMG/rigatoniTomato.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:24 +0200] "GET /IMG/zeus.png HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:27 +0200] "GET /xxx/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:28 +0200] "GET /favicon.ico HTTP/1.1" 404 699
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:30 +0200] "GET /xxx/MainController?action=CREATE HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:30 +0200] "GET /xxx/crear.jsp HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:37 +0200] "GET /xxx/MainController?nombre=xx&apellidos=xx&action=CREAR HTTP/1.1" 200 882
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:39 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:41 +0200] "GET /xxx/MainController?action=READONE HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:41 +0200] "GET /xxx/lecturaEspecifica.jsp HTTP/1.1" 200 1370
