127.0.0.1 - - [02/Jun/2022:18:22:20 +0200] "GET / HTTP/1.1" 404 688
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:43 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:44 +0200] "GET /xxx/MainController?action=UPDATE HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:44 +0200] "GET /xxx/actualizar.jsp HTTP/1.1" 200 2440
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:47 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:48 +0200] "GET /xxx/MainController?action=READALL HTTP/1.1" 200 1157
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:22:52 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:15 +0200] "GET /IMG/zeus.png HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:17 +0200] "GET /favicon.ico HTTP/1.1" 404 699
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:21 +0200] "GET /xxx/MainController?action=CREATE HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:21 +0200] "GET /xxx/crear.jsp HTTP/1.1" 200 1970
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:28 +0200] "GET /xxx/MainController?nombre=edu&apellidos=garrido&action=CREAR HTTP/1.1" 200 871
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:30 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:32 +0200] "GET /xxx/MainController?action=READALL HTTP/1.1" 200 1230
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:37 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:38 +0200] "GET /xxx/MainController?action=READONE HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:38 +0200] "GET /xxx/lecturaEspecifica.jsp HTTP/1.1" 200 1370
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:46 +0200] "GET /xxx/MainController?nombre=edu&apellidos=&action=BUSCAR HTTP/1.1" 200 934
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:51 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:53 +0200] "GET /xxx/MainController?action=UPDATE HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:24:53 +0200] "GET /xxx/actualizar.jsp HTTP/1.1" 200 2440
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:05 +0200] "GET /xxx/MainController?nombre=edu&apellidos=garrido&nombreNuevo=edu&apellidosNuevo=perez&action=ACTUALIZAR HTTP/1.1" 200 871
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:06 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:07 +0200] "GET /xxx/MainController?action=READONE HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:07 +0200] "GET /xxx/lecturaEspecifica.jsp HTTP/1.1" 200 1370
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:10 +0200] "GET /xxx/MainController?nombre=edu&apellidos=&action=BUSCAR HTTP/1.1" 200 932
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:12 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:13 +0200] "GET /xxx/MainController?action=DELETE HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:13 +0200] "GET /xxx/borrar.jsp HTTP/1.1" 200 1975
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:48 +0200] "GET /xxx/MainController?nombre=edu&apellidos=perez&action=BORRAR HTTP/1.1" 200 871
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:49 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:50 +0200] "GET /xxx/MainController?action=READALL HTTP/1.1" 200 1157
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:25:53 +0200] "GET /xxx/MainController?action=GOBACK HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:26:06 +0200] "GET /xxx/inicio.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:35:04 +0200] "GET /xxx/ HTTP/1.1" 200 4412
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:35:04 +0200] "GET /xxx/index.html HTTP/1.1" 200 1234
0:0:0:0:0:0:0:1 - - [02/Jun/2022:18:35:04 +0200] "GET /xxx/crear.jsp HTTP/1.1" 200 1970
